timestamp,user_id,hour,minute,day_of_week,is_weekend,solar_generation_kw,solar_generation_kwh,consumption_kw,consumption_kwh,battery_capacity_kwh,battery_charge_kw,battery_discharge_kw,battery_power_kw,battery_soc_pct,battery_available_kwh,net_balance_kw,net_balance_kwh,grid_export_kw,grid_export_kwh,grid_import_kw,grid_import_kwh,carbon_offset_kg,cumulative_solar_kwh,cumulative_consumption_kwh,cumulative_carbon_offset_kg,user_type
2022-12-01 00:00:00,user_001,0,0,3,False,0.0,0.0,13.401982211971228,13.402445707811172,5.0,0.0,1.419,1.419,10.0,0.5,-11.982982211971228,-11.982982211971228,0.0,0.0,11.982982211971228,11.982982211971228,0.0,0.0,13.402445707811172,0.0,Prosumer
2022-12-01 01:00:00,user_001,1,0,3,False,0.0,0.0,12.855057120837696,12.85552061667764,5.0,0.0,0.0,0.0,10.0,0.5,-12.855057120837696,-12.855057120837696,0.0,0.0,12.855057120837696,12.855057120837696,0.0,0.0,26.257966324488812,0.0,Prosumer
2022-12-01 02:00:00,user_001,2,0,3,False,0.0,0.0,12.940803851227274,12.940572103307304,5.0,0.0,0.0,0.0,10.0,0.5,-12.940803851227274,-12.940803851227274,0.0,0.0,12.940803851227274,12.940803851227274,0.0,0.0,39.198538427796116,0.0,Prosumer
2022-12-01 03:00:00,user_001,3,0,3,False,0.0,0.0,12.985994695621784,12.98553119978184,5.0,0.0,0.0,0.0,10.0,0.5,-12.985994695621784,-12.985994695621784,0.0,0.0,12.985994695621784,12.985994695621784,0.0,0.0,52.184069627577955,0.0,Prosumer
2022-12-01 04:00:00,user_001,4,0,3,False,0.0,0.0,11.800604084965846,11.800604084965846,5.0,0.0,0.0,0.0,10.0,0.5,-11.800604084965846,-11.800604084965846,0.0,0.0,11.800604084965846,11.800604084965846,0.0,0.0,63.9846737125438,0.0,Prosumer
2022-12-01 05:00:00,user_001,5,0,3,False,0.0,0.0,12.383450103695012,12.383334229735025,5.0,0.0,0.0,0.0,10.0,0.5,-12.383450103695012,-12.383450103695012,0.0,0.0,12.383450103695012,12.383450103695012,0.0,0.0,76.36800794227882,0.0,Prosumer
2022-12-01 06:00:00,user_001,6,0,3,False,0.0,0.0,14.828390659397874,14.828854155237817,5.0,0.0,0.0,0.0,10.0,0.5,-14.828390659397874,-14.828390659397874,0.0,0.0,14.828390659397874,14.828390659397874,0.0,0.0,91.19686209751664,0.0,Prosumer
2022-12-01 07:00:00,user_001,7,0,3,False,0.13359383234589572,0.13359383234589572,12.00801847334064,12.007554977500696,5.0,0.0,0.0,0.0,10.0,0.5,-11.874424640994743,-11.874424640994743,0.0,0.0,11.874424640994743,11.874424640994743,0.06679691617294786,0.13359383234589572,103.20441707501735,0.06679691617294786,Prosumer
2022-12-01 08:00:00,user_001,8,0,3,False,0.8773012297360396,0.8776168057179592,23.588462034333244,23.588114412453287,5.0,0.0,0.0,0.0,10.0,0.5,-22.711160804597203,-22.711160804597203,0.0,0.0,22.711160804597203,22.711160804597203,0.4388084028589796,1.0112106380638548,126.79253148747063,0.5056053190319274,Prosumer
2022-12-01 09:00:00,user_001,9,0,3,False,2.12172251843836,2.1216173264443867,27.850306282615293,27.850422156575277,5.0,0.0,0.0,0.0,10.0,0.5,-25.728583764176932,-25.728583764176932,0.0,0.0,25.728583764176932,25.728583764176932,1.0608086632221934,3.1328279645082415,154.64295364404592,1.5664139822541208,Prosumer
2022-12-01 10:00:00,user_001,10,0,3,False,2.8580664762503836,2.8583820522323027,25.43665169610863,25.436999317988587,5.0,0.0,0.0,0.0,10.0,0.5,-22.578585219858248,-22.578585219858248,0.0,0.0,22.578585219858248,22.578585219858248,1.4291910261161513,5.991210016740544,180.0799529620345,2.995605008370272,Prosumer
2022-12-01 11:00:00,user_001,11,0,3,False,3.054775504980167,3.054775504980167,29.35550902283236,29.355161400952404,5.0,0.0,0.0,0.0,10.0,0.5,-26.300733517852194,-26.300733517852194,0.0,0.0,26.300733517852194,26.300733517852194,1.5273877524900834,9.045985521720711,209.4351143629869,4.5229927608603555,Prosumer
2022-12-01 12:00:00,user_001,12,0,3,False,3.7795483434551445,3.779758727443091,30.28481818191942,30.285049929839392,5.0,0.0,0.0,0.0,10.0,0.5,-26.505269838464276,-26.505269838464276,0.0,0.0,26.505269838464276,26.505269838464276,1.8898793637215454,12.825744249163801,239.7201642928263,6.4128721245819005,Prosumer
2022-12-01 13:00:00,user_001,13,0,3,False,2.6960708055317384,2.695860421543792,23.218824101978164,23.218824101978164,5.0,0.0,0.0,0.0,10.0,0.5,-20.522753296446425,-20.522753296446425,0.0,0.0,20.522753296446425,20.522753296446425,1.347930210771896,15.521604670707593,262.9389883948045,7.760802335353796,Prosumer
